Combined_ID	CanonicalSMILES	Name	logB	stdev
aus_data_330+amar_data_225+swe2_data_463	Nc1nc2c(ncn2C2OC(CO)C(O)C2O)c(=O)[nH]1	Guanosine	-0.9241266423685675	0.633917910906844
swe2_data_506	CCC=CCC1=C(C)CCC1=O	Jasmone	-0.46202836715716394	0.15537233830883798
aus_data_306	CCCCCCCCCCCCc1ccc(S(=O)(=O)O)cc1	4-Dodecylbenzenesulfonic acid	-2.0544429518911946	0.18021602828792913
amar_data_87	O=C(O)CCCc1ccccc1	4-Phenylbutyric acid	-0.8779311150295555	0.5148286369762988
aus_data_87+swe2_data_540	O=C(O)C1CCCN1	D-(+)-Proline	-0.5524889980735138	0.762696575586791
amar_data_332	NC(=O)CCC(NC(=O)Cc1ccccc1)C(=O)O	Phenylacetylglutamine	-0.8084158377722668	0.3671739528639543
swe2_data_671	CC(C)C(NC(=O)C(N)Cc1ccccc1)C(=O)O	Phenylalanylvaline	-1.473965477323713	0.44201384413620676
amar_data_51+swe2_data_120	CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(=O)C12C	3?-Hydroxy-12 Ketolithocholic Acid	-1.8689241889302672	0.4901273519153588
aus_data_147+amar_data_265+snf_data_2857+swe2_data_528	c1ccc(C2CN3CCSC3=N2)cc1	Levamisole	-0.6150431728554017	0.2945472422253058
amar_data_137+swe2_data_287	CCCCCCCCCCCCOCCOCCO	AZLWQVJVINEILY-UHFFFAOYSA-N	-1.219086222622766	0.43781384608341767
snf_data_10995	NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O	Lisinopril	-0.48910661171496955	0.09042777574867722
aus_data_288+amar_data_277+swe2_data_545	Cc1cc(Cl)ccc1OCC(=O)O	(4-Chloro-2-methylphenoxy)acetic acid	-0.08376362423742088	0.2777372940488319
swe2_data_658	CCCCCCCCCCCC(=O)OCCOCCOCCOCCOCCOCCO	PEG Monolaurate n6	-0.4232872450224775	0.4670536311942474
swe2_data_320	CCCCCCCC=CC(=O)O	cis-2-Decenoic acid	-1.636005184607963	0.6604644599165918
swe2_data_348	O=C(O)C1CCCCC1	Cyclohexanecarboxylic acid	-0.1647002596884985	0.17378049259703185
amar_data_65	COc1cccc(CC(=O)O)c1	3-Methoxyphenylacetic acid	-1.330491016676172	0.16299853815312082
aus_data_75+amar_data_163+snf_data_2739+swe2_data_325	CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1	Climbazole	-0.7020792416701905	0.3099202786555234
swe2_data_206	COc1ccc(C)cc1N	6-methoxy-m-toluidine	-0.23853516724699636	0.22262925446104767
aus_data_286	O=C(O)CNC(=O)c1ccccc1O	2-Hydroxyhippuric acid	-2.369911285071801	0.17839533627540338
swe2_data_96	O=S(=O)([O-])c1ccc2ccccc2c1	2-naphthalenesulfonate	-0.393279489821053	0.33792487577374025
swe2_data_684	NC(=O)CN1CCCC1=O	Piracetam	-0.13502821121456698	0.16665948597839714
aus_data_158	C=C1C2CCC3(C)C(c4ccoc4)OC(=O)CC13OC1CC(=O)C(C)(C)C(C(O)C(=O)OC)C12C	6-Hydroxyangolensic acid methyl ester	-1.7249982891994218	0.07476694965879997
swe2_data_267	NC(=O)c1ccccc1	Benzamide	-0.042300224062821384	0.15414524394085052
swe2_data_813	CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl	Tris(1-chloro-2-propyl)phosphate	-0.05225846139160356	0.25791838489040764
amar_data_256+snf_data_2676	Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1	Lamotrigine	0.2997534980406531	0.23174617099318182
swe2_data_625	CCCCCCCCCCCCNC	N-Methyldodecylamine	-3.485856717532102	0.5534291169863137
swe2_data_101	O=C1Cc2ccccc2N1	2-Oxindole	-2.1213850294695495	0.5147144239623231
aus_data_316	CCCCOC(=O)c1ccc(O)cc1	Butylparaben	-1.6250438982486533	0.13886475393545117
swe2_data_478	COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314	Hydrocodone	0.554743957792142	0.19980703058492677
amar_data_23	Cn1cnc2c(ncn2C2OC(CO)C(O)C2O)c1=N	1-Methyladenosine	-2.1537383665465715	0.4432622364822453
aus_data_125+amar_data_240+swe2_data_137	O=C(O)Cc1c[nH]c2ccccc12	Indole-3-acetic acid	-1.1031603261107013	1.037987122788323
amar_data_3	COc1ccc(CNCC2CC3CCN2CC3c2cc(-c3cccs3)nn2C)cc1	PQIBHGTXCNLNFG-ZVDOUQERSA-N	-1.0165684161121327	0.38939724704563944
swe2_data_276	COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2	Berberine	-1.0007829214016446	0.45914609179525706
swe2_data_757	COc1cc(C=O)cc(OC)c1O	Syringaldehyde	-0.2480713835795852	0.32328507562156905
amar_data_275	CC(C)=CCC1=C(O)C(CC=C(C)C)(CC=C(C)C)C(=O)C(C(=O)CC(C)C)=C1O	Lupulone	-0.7774214518299695	1.0274596415421917
swe2_data_198	Cc1cc(=O)oc2cc(O)c(O)cc12	6,7-Dihydroxy-4-methylcoumarin	-0.4557487545604214	0.2591479966588002
swe2_data_13	Nc1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)n1	[(2R,3S,4R,5R)-5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate	-2.3001288234122472	0.6694419556703054
aus_data_294+amar_data_50	O=C(O)CCc1ccc(O)cc1	3-(4-Hydroxyphenyl)propionic acid	-1.8326385722032157	0.2401311100254162
aus_data_79+swe2_data_337	O=c1ccc2ccccc2o1	Coumarin	-1.1349854660953722	0.26372560770869213
swe2_data_695	CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO	Prednisone	-0.3431363744158091	0.22804149685312985
aus_data_270+amar_data_428	CCC(C)C(C(=O)OCC[N+](C)(CC)CC)c1ccccc1	Valethamate	-0.6642994949368748	0.6619542457572734
aus_data_152+swe2_data_549	Nc1nc(N)nc(N)n1	Melamine	0.43427075827804307	0.23137433144081104
swe2_data_704	CC(C)N(C(=O)C(=O)O)c1ccccc1	Propachlor OXA	-0.6752951758328889	0.31149114625451424
swe2_data_550	COc1ccc2[nH]cc(CCNC(C)=O)c2c1	Melatonin	-0.03432207815165406	0.004829071509931741
aus_data_164+snf_data_2744	CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5	Morphine	-1.1940196557515992	0.4932847144453682
aus_data_287+amar_data_55+swe2_data_89	CC(C)C(O)(CC(=O)O)C(=O)O	2-Isopropylmalic acid	-0.8764121026826592	0.32269951306275757
swe2_data_425	CCCCCC(=O)C=CC(=O)O	FA 9:2+1O	-0.282818877123441	0.18630997064340118
aus_data_44	Cc1ccc2ncccc2c1	6-Methylquinoline	-1.8020403260488949	0.4967143764524946
swe2_data_672	O=S(=O)(O)c1ccc2nc(-c3ccccc3)[nH]c2c1	Phenylbenzimidazole sulfonic acid	-0.12314808139420905	0.20771081789619314
swe2_data_282	CCCCC(CC)CNCC(CC)CCCC	Bis(2-ethylhexyl) amine	-3.4191245913736044	0.7500092462875462
amar_data_47	COC1C(O)C(CO)OC1n1cnc2c(N)ncnc21	2-O-Methyladenosine	-2.3996200646099726	
swe2_data_266	CC(COc1ccccc1Cc1ccccc1)N1CCCCC1	Benproperine	-0.5126054408146963	0.3039026981450943
swe2_data_440	c1ccc2c(c1)Cc1ccccc1-2	Fluorene	-0.1243854540893028	0.06962062747426744
amar_data_159+swe2_data_318	O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O	Ciprofloxacin	-1.6164233676503892	0.4650027285345967
aus_data_236+amar_data_393+snf_data_234+swe2_data_755	Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1	Sulfapyridine	-0.7805102702083132	0.7018221216184104
aus_data_342	CC(=O)NC(Cc1ccc(O)cc1)C(=O)O	N-Acetyl-L-tyrosine	-1.205683131848803	0.1268295339832663
swe2_data_245	NC12CC3CC(CC(C3)C1)C2	Amantadine	-0.08381279197470361	0.3523849882761823
swe2_data_575	CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)=C(O)C3(O)C(=O)C1=C2O	Minocycline	-0.38112634031890325	0.13303725721891196
amar_data_253+snf_data_205+swe2_data_510	CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1	Ketoprofen	-0.38590943362892666	0.27980638914290307
swe2_data_114	CC(=O)Cc1ccc(O)c(O)c1	3',4'-Dihydroxyphenylacetone	-0.18632245247712959	0.1623272456479948
amar_data_388+snf_data_181+swe2_data_752	Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1	Sulfamethazine	-0.43020480099023106	0.30546658119633596
snf_data_3336+swe2_data_240	O=c1[nH]cnc2[nH]ncc12	Allopurinol	-0.31657507803271606	0.41131947802428676
aus_data_20+amar_data_40	O=c1[nH]cnc2c1ncn2C1CC(O)C(CO)O1	2'-Deoxyinosine	-2.017397298659621	0.7132853827485756
amar_data_357	C1CCNCC1	Piperidine	-2.7250757481071326	0.6686607826540222
swe2_data_655	OCC=Cc1ccc(O)cc1	p-Coumaryl alcohol	-1.6645107816015818	0.5745339763479039
aus_data_297+amar_data_62	O=S(=O)(O)Oc1c[nH]c2ccccc12	3-Indoxyl sulphate	-2.3010299956639813	0.9422222665772368
aus_data_1+amar_data_321	CN1CCCC1c1cccnc1	(S)-Nicotine	-2.0531096888146996	0.35283532248531274
swe2_data_771	CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OS(=O)(=O)O)CCC12	Testosterone sulfate	-2.2046860895747202	0.3344640161559224
amar_data_270+swe2_data_535	CCCCCC=CCC=CCCCCCCCC(=O)O	Linoleic acid	-0.1129873071837047	0.7606815878517199
aus_data_6+amar_data_14+swe2_data_30	NC(=O)N1c2ccccc2C(O)C(O)c2ccccc21	10,11-Dihydro-10,11-dihydroxycarbamazepine	-0.006174907084016246	0.22934628627037343
aus_data_38+amar_data_95+swe2_data_196	Cc1ccc2n[nH]nc2c1	5-Methylbenzotriazole	-0.11194482311220336	0.1034489977558903
amar_data_406+swe2_data_781	CC(C)CC(NC(=O)C(N)C(C)O)C(=O)O	BQBCIBCLXBKYHW-UHFFFAOYSA-N	-2.0111827727325284	0.6736942690083874
amar_data_49+swe2_data_105	NC(Cc1ccc2ccccc2c1)C(=O)O	3-(2-Naphthyl)-D-alanine	-0.09340764461432707	0.5828818426486376
aus_data_25+amar_data_70+swe2_data_146	Oc1cccnc1	3-Hydroxypyridine	-0.8892636506288577	0.4230881534013131
swe2_data_403	CCCCCCCCCCCC[N+](C)(C)C	Dodecyltrimethylammonium	-3.4279882830140944	0.6984091039685877
aus_data_167	CC(C)(C)NC(=O)NCCO	1-(2-Hydroxyethyl)-3-t-butylurea	-2.0359976532715214	0.2782578200039853
swe2_data_455	O=P(O)(O)OC(CO)CO	Glycerol-2-phosphate	-1.6737283885256473	0.5719282175369156
aus_data_201	OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO	3,6,9,12,15,18,21,24,27,30,33,36,39,42-Tetradecaoxatetratetracontane-1,44-diol	-1.405338730745069	0.06461039041295316
aus_data_45	Cn1cnc2nc(N)[nH]c(=O)c21	7-Methylguanine	-1.6322472510693657	0.18039642139991688
amar_data_439	CC(C)CC(NC(=O)C(N)C(C)C)C(=O)NC(CCCCN)C(=O)O	VLK	-1.2425975646859835	0.36981522635430486
swe2_data_381	CCCCCCCCNC(O)CCc1ccc(O)c(OC)c1	Dihydoroferuloyl Octylamine	-0.3840413352252626	0.6408161465114687
swe2_data_262	CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2	Atropine	-0.19765852848620766	0.1090029289002744
swe2_data_515	CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-]	Lauramidopropyl betaine	-2.36813244322854	0.5365968246609816
amar_data_260+swe2_data_523	CC(C)CC(O)C(=O)O	leucic acid	-0.5874311034984256	0.9264319642593637
swe2_data_582	CC(=O)Nc1ccc(C)cc1C	N-(2,4-Dimethylphenyl)acetamide	-0.9636713629847949	0.43373651158349885
amar_data_401	CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O	Tetrakis(2-hydroxypropyl)ethylenediamine	-0.05123503359668871	0.14047312934133716
amar_data_362	CC=CSS(=O)(=O)O	RUVGQUCSWPRGRF-UHFFFAOYSA-N	-0.7822173792853537	0.46138212095447895
swe2_data_469	CCCCCCCCCCCCCCCC(N)=O	Hexadecanamide	-0.47982505970933303	0.20535748750992933
aus_data_181	C[N+](C)(C)CCCCC(N)C(=O)[O-]	N6,N6,N6-Trimethyl-L-lysine	-1.127171618040592	0.07026832434329244
amar_data_97	Cc1cc(=O)c2nncn2[nH]1	6-Methyl[1,2,4]triazolo[4,3-b]pyridazin-8-ol	-2.144877647583179	0.17514403444235024
amar_data_353+swe2_data_667	Oc1ccccc1	Phenol	-1.246724037690293	0.3710468138675673
swe2_data_283	CCCCOc1ccc(CC(=O)NO)cc1	Bufexamac	-0.18185773825530166	0.12443512822405697
swe2_data_213	O=c1c2cc(-n3cccc3)ccc2oc2ncccc12	7-(1H-pyrrol-1-yl)-5H-chromeno[2,3-b]pyridin-5-one	-1.9091724870259934	0.5344591675587353
aus_data_227+swe2_data_706	CCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	Propionylcarnitine	-1.140450902786548	0.45943578660921164
swe2_data_581	CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-]	Myristamidopropyl betaine	-2.252765546140601	0.536159825360902
swe2_data_110	CC(C)(CC(=O)O)CC(=O)Nc1cc(-c2ccccc2)[nH]n1	3,3-dimethyl-5-oxo-5-[(3-phenyl-1H-pyrazol-5-yl)amino]pentanoic acid	-1.2515089072044951	0.9301112140289597
swe2_data_466	COC(=O)C1=CCCNC1	Guvacoline	-0.5381387149036755	0.24251541143855715
aus_data_302	CC(C)(CC(=O)O)CC(=O)O	3,3-Dimethylglutaric acid	-1.34641928401362	0.2151073034540857
swe2_data_172	O=Cc1cccc2[nH]ccc12	4-Indolecarbaldehyde	-0.2113335201219224	0.2600212020018069
aus_data_27	O=c1c(N2CCCC2)c(N2CCOCC2)c1=O	3-Morpholino-4-tetrahydro-1H-pyrrol-1-ylcyclobut-3-ene-1,2-dione	-0.8536766489900642	0.18832076889757138
amar_data_386	COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1	sulfadimethoxine	-0.10295579949537516	0.06900156296942825
swe2_data_783	Cc1cn(C2CC(O)C(COP(=O)(O)O)O2)c(=O)[nH]c1=O	Thymidine-5'-monophosphate	-1.591670861688372	0.24485189523407716
aus_data_150+amar_data_269+swe2_data_533	CCN(CC)CC(=O)Nc1c(C)cccc1C	Lidocaine	-0.15189937347697124	0.3915559678669795
aus_data_28	CCC(C)CC(C)C=CCCC(O)C(Cc1ccc(O)cc1)NC	4-[(E)-3-Hydroxy-8,10-dimethyl-2-(methylamino)dodec-6-enyl]phenol	-1.6442744259875628	0.17385970168135564
amar_data_34	CSc1nc(N)nc2nc[nH]c12	2-Amino-6-methylmercaptopurine	0.2742487562950531	0.2769902804867384
snf_data_133	CSc1nc(NC(C)C)nc(NC(C)C)n1	Prometryn	0.012687680164521136	0.10498966336855556
aus_data_121+swe2_data_475	CN(C)CCc1ccc(O)cc1	Hordenine	-1.2459833384769663	0.37066212814495236
swe2_data_12	O=P(O)(O)OCC(O)C(O)C(O)C(O)CO	[(2R,3R,4R,5S)-2,3,4,5,6-pentahydroxyhexyl] dihydrogen phosphate	-1.0573877963618505	0.4463253791127496
amar_data_138+swe2_data_288	CCCCCCCCCCCCOCCOCCOCCO	FKMHSNTVILORFA-UHFFFAOYSA-N	-0.6232735312418792	0.47178252922068736
aus_data_334	O=C(O)c1cccc(C(=O)O)c1	Isophthalic acid	-2.027496173586362	0.6310848239590087
swe2_data_519	CCCCCCCCCCCCN(CCO)CCO	Lauryldiethanolamine	-0.7142107380909943	0.4289850933731867
aus_data_310	O=C(O)c1ccc2ncccc2c1	6-Quinolinecarboxylic acid	-0.8732703557738193	
swe2_data_208	Cc1nc(N)nc(N)n1	6-Methyl-1,3,5-triazine-2,4-diamine	-0.1821796059349141	0.2754981559714633
aus_data_64+amar_data_127+swe2_data_274	CN1C2CCC1C(C(=O)O)C(OC(=O)c1ccccc1)C2	Benzoylecgonine	-1.147883997125317	0.8247795776832048
amar_data_135+snf_data_24	N#Cc1cc(Br)c(O)c(Br)c1	Bromoxynil	-0.032383833116586394	0.058471023993660574
swe2_data_375	C1CCC(NC2CCCCC2)CC1	Dicyclohexylamine	-0.9133941094822768	0.6474485922553443
snf_data_3669+swe2_data_327	CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21	Clomipramine	-0.040150479324596804	
aus_data_356+amar_data_429+snf_data_2583	CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)O)C(C)C	Valsartan	-0.8913416316550394	0.5651265259109325
aus_data_98+amar_data_186+swe2_data_51	OCCNCCO	Diethanolamine	-1.3749087363881085	0.34435141574577877
amar_data_368+swe2_data_714	O=c1[nH]c(=O)c2ccccc2[nH]1	Quinazoline-2,4-diol	-0.8937706511302425	0.6419213305268316
aus_data_176+swe2_data_626	CN1CC(=O)NC1=O	N-Methylhydantoin	-0.8538719643217619	0.28902694730509254
amar_data_109	Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O	Adenosine 5'-monophosphate	-0.14794834394215253	
aus_data_358	Cc1cccc(S(=O)(=O)[O-])c1C	Xylenesulfonate	-2.217128110943772	0.455585047476579
swe2_data_432	CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1	Fingolimod	-0.2759450711130279	0.23422909422697422
swe2_data_39	CCCCS(=O)(=O)O	1-Butanesulfonic acid	-0.08091730994672347	0.20978449965706752
aus_data_13+swe2_data_57	CC1(C)CC(O)CC(C)(C)N1	2,2,6,6-Tetramethyl-4-piperidinol	-0.40941437632057875	0.2917177216734645
swe2_data_729	Cc1c(O)cc2c(c1O)C(=O)c1ccccc1C2=O	Rubiadin	-2.3633910363497477	0.5257250983144228
amar_data_367	O=C(O)c1ccc[nH]1	Pyrrole-2-carboxylic acid	-1.3115133549326703	0.3264015296395753
aus_data_354+amar_data_425+swe2_data_823	O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1	Uric acid	-1.6738532541357733	0.6820868347311341
aus_data_308+amar_data_73	O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1	4,4'-Sulfonyldiphenol	-1.6728672017718147	0.5856501984669599
swe2_data_3	CCCCCC=CC=CC(=O)NCC(C)C	(2E,4E)-N-(2-methylpropyl)deca-2,4-dienamide	-1.1921310969968404	0.4283251877896812
aus_data_257	CCOP(=O)(OCC)OCC	Triethyl phosphate	0.04604311666890102	0.11119648038365111
swe2_data_553	Cc1cccc(C)c1NC(=O)C1CCCCN1C	Mepivacaine	-0.8135461063855265	0.3468791582615803
aus_data_160+amar_data_290+swe2_data_565	Cn1cnc(CC(=O)O)c1	Methylimidazoleacetic acid	-1.085085478151485	0.6075823827056638
aus_data_102+amar_data_276	NCCCCC(N)C(=O)O	DL-Lysine	-1.4458169253401125	0.3208174074507233
swe2_data_210	CCCCCc1cccc(=O)o1	6-Pentyl-2H-pyran-2-one	-0.289232719971527	0.13494106698467306
aus_data_277+amar_data_446+swe2_data_482	O=C1CCCCN1	2-Piperidone	-1.4561509892517281	0.6204071917985093
swe2_data_280	COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1	Biochanin A	-1.632686850699723	0.5069661565014351
aus_data_241	CC(C)CC(NC(=O)OC(C)(C)C)C(N)=O	tert-Butyl N-[1-(aminocarbonyl)-3-methylbutyl]carbamate	-2.144011815823867	0.5491929969805293
amar_data_246+swe2_data_495	N#Cc1cc(I)c(O)c(I)c1	Ioxynil	-0.01887614012770896	0.14089927963111193
aus_data_67	CC(C(=O)c1ccc2c(c1)OCO2)N(C)C	bk-MDDMA	0.0879705597470171	0.07979525104757103
aus_data_234+amar_data_380+snf_data_170+swe2_data_743	CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1	Sotalol	-0.09440150507549329	0.29383732995842515
swe2_data_406	CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1	Dronedarone	-0.22068220150034493	0.13107261680639232
swe2_data_228	CC(=O)N1CCCC1C(=O)O	Acetylproline	-1.0670599984102311	0.2267945062241589
swe2_data_428	CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O	Fenofibric acid	-1.4039018636529839	0.7560233490756543
swe2_data_448	Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1	Gemcitabine	-0.017757333304400828	
aus_data_50	CC(=O)Nc1ccccc1	Acetanilide	-1.6915459862568138	0.37527270387855977
aus_data_173+amar_data_323+swe2_data_620	CNC1Cc2ccccc2C1	N-methyl-2,3-dihydro-1H-inden-2-amine	-1.15788339015101	0.6028013430357547
swe2_data_588	CCCCCCCCCCCCCC[N+](C)(C)[O-]	N,N-Dimethyltetradecylamine-N-oxide	-1.770965842665839	0.45910058652716096
swe2_data_740	CCCCCCCCCCOS(=O)(=O)[O-]	Sodium decyl sulfate	-1.610265059794113	0.4654421894292468
swe2_data_179	CCn1nc(C)cc1C(=O)Sc1ccc(C)cc1	4-methylphenyl 1-ethyl-3-methyl-1H-pyrazole-5-carbothioate	-0.9830437917116503	0.3187979825017978
aus_data_258+swe2_data_801	CCCCOCCOCCOCCO	Triethylene glycol monobutyl ether	-1.8188571388426202	0.8641992230322724
swe2_data_590	CNCC(c1ccc(O)cc1)C1(O)CCCCC1	N,O-Didesmethylvenlafaxine	-0.3599466117576842	0.4818399438874735
amar_data_2	CCCCCCCCCCCCCCCCC(O)C(=O)O	(R)-2-hydroxystearic acid	-1.6335838345669944	0.331420504355524
swe2_data_614	O=C(O)C1CCC(=O)N1CC1(O)OC(CO)C(O)C1O	N-Fructosyl pyroglutamate	-0.7520082642385313	0.3584589053588633
aus_data_240+amar_data_399+swe2_data_764	CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1	Telmisartan	-0.16984288978575385	0.18275530485241862
swe2_data_633	O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1	Norfludiazepam	0.9889983417958707	0.5811690636026731
aus_data_253+amar_data_413+swe2_data_791	CN1C(=O)C(O)CC1c1cccnc1	trans-3-Hydroxycotinine	-1.0309604556913923	0.5093355320528812
snf_data_703	OCC1OC(OC2(CCl)OC(CCl)C(O)C2O)C(O)C(O)C1Cl	Sucralose	0.24611619215485891	0.24648400351879865
aus_data_127	O=C(O)CCCc1c[nH]c2ccccc12	Indole-3-butyric acid	-1.4264405351235754	0.4266986391595263
amar_data_294+snf_data_3204+swe2_data_571	COc1ccc(NC(=O)N(C)C)cc1Cl	Metoxuron	-0.12672718236281455	0.1895649302670442
aus_data_205+amar_data_350+swe2_data_661	OCCOCCOCCOCCOCCOCCOCCO	3,6,9,12,15,18-Hexaoxaicosane-1,20-diol	-1.274750389824948	0.4910054518725946
swe2_data_748	CCCN(CC)CC1COC2(CCC(C(C)(C)C)CC2)O1	Spiroxamine	-0.817156611879693	0.3488495841258948
swe2_data_331	C[N+]1([O-])CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1	Clozapine N-oxide	-0.1486500860315235	0.08841342921883832
