ID	SMILES	compound_name	compound_id	DT50_count	DT50_gmean	DT50_log_median	DT50_log_gmean	DT50_log_spread	DT50_log_std	DT50_log_bayesian_mean	DT50_log_bayesian_std	DT50_log_bayesian_mean_std	acidity_std	CEC_log_std	OC_log_std	biomass_log_std	temperature_std	canonical_SMILES	cropped_canonical_SMILES	cropped_canonical_SMILES_no_stereo
11	c1ccc(CNc2[nH]cnc3ncnc2-3)cc1	6-Benzyladenine	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/a6803b7c-6b27-42e5-b34e-a0a696a2b9f7/structure/ea240b1a-2084-440f-8549-305436ffccc2	6	2.048614896521323	0.0602869656029249	0.311460326368675	0.9030899869919436	0.3991031688968864	0.2	0.57	0.28	1.1190273554396346	0.2086202245555154	0.2801781108813663	0.0841262532345019	3.299831645537222	c1ccc(CNc2[nH]cnc3ncnc2-3)cc1	c1ccc(CNc2[nH]cnc3ncnc2-3)cc1	c1ccc(CNc2[nH]cnc3ncnc2-3)cc1
12	Oc1cccc2cccnc12	8-hydroxyquinoline	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/60ca6b06-b65b-4a56-8982-33ec92a11d51/structure/9cb03246-e1b2-4e02-9a47-871760140fca	5	1.9076802321239423	0.8750612633917001	0.2805055794548244	2.0355167449927936	0.8621595260293835	0.24	0.93	0.47	0.271293199325011	0.0497344226826523	0.1651446612006114	0.3008927875117139	4.0	Oc1cccc2cccnc12	Oc1cccc2cccnc12	Oc1cccc2cccnc12
13	CCCCCCCCCCCCC1=C(OC(C)=O)C(=O)c2ccccc2C1=O	Acequinocyl	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/dbda1459-9825-414b-956d-e6d90f85d341/structure/5b9eb677-509f-4840-9a41-eb43a6eacb35	7	2.0269822613807	0.3222192947339193	0.3068499480920283	0.4057653461839941	0.1219891675342644	0.31	0.29	0.12	0.9093617407336884	0.2398052181713765	0.2890250124283186	0.2483856502937262	3.4992710611188254	CCCCCCCCCCCCC1=C(OC(C)=O)C(=O)c2ccccc2C1=O	CCCCCCCCCCCCC1=C(OC(C)=O)C(=O)c2ccccc2C1=O	CCCCCCCCCCCCC1=C(OC(C)=O)C(=O)c2ccccc2C1=O
14	CCCCCCCCCCCCC(=O)C(=O)c1ccccc1C(=O)O	AKM 18	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/a5ad0fb3-16b5-49f5-a915-11c740fc2958/structure/54548a04-e2c5-4d96-af82-ac7640d3e3ac	1	3.5	0.5440680443502757	0.5440680443502757	0.0	0.0	0.61	0.48	0.6	0.0	0.0	0.0	0.0	0.0	CCCCCCCCCCCCC(=O)C(=O)c1ccccc1C(=O)O	CCCCCCCCCCCCC(=O)C(=O)c1ccccc1C(=O)O	CCCCCCCCCCCCC(=O)C(=O)c1ccccc1C(=O)O
15	CCCCCCCCCCCCC1=C(O)C(=O)c2ccccc2C1=O	R1	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/67586ccd-992b-487c-9a95-af29c8dd6535/structure/c0563cfb-5a61-4eff-b56a-2cce9af57d5e	6	8.808171256071315	1.005785221798639	0.9448857499741088	1.3891660843645324	0.4656265299693528	0.95	0.49	0.22	0.7588368291888138	0.2162420142273552	0.3100713392970832	0.2529724486388272	0.0	CCCCCCCCCCCCC1=C(O)C(=O)c2ccccc2C1=O	CCCCCCCCCCCCC1=C(O)C(=O)c2ccccc2C1=O	CCCCCCCCCCCCC1=C(O)C(=O)c2ccccc2C1=O
16	CC(=N)N(C)Cc1ccc(Cl)nc1	IM-1-5	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/4b67e1a0-106e-4991-8b6e-d6e077688d0d/structure/5f08fd82-61c5-49f4-95bf-fbdd1db504cc	5	438.992854475617	2.6232492903979003	2.6424574512510834	0.317788344854828	0.1076236263868873	2.63	0.31	0.15	0.3187475490101844	0.3247527429927726	0.2364979876382731	0.2205897468957477	0.0	CC(=N)N(C)Cc1ccc(Cl)nc1	CC(=N)N(C)Cc1ccc(Cl)nc1	CC(=N)N(C)Cc1ccc(Cl)nc1
17	CC(=NC(N)=O)N(C)Cc1ccc(Cl)nc1	IM-1-2	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/2708a273-85f4-4c59-8c5a-d9cd2f4d74ff/structure/fa7dfd58-3ffc-48b8-b444-fcd2db9bfcb0	4	0.8717797887081347	0.2414367918043768	-0.0595932038596043	1.2787536009528289	0.5437983789105075	-0.09	0.7	0.41	0.1499999999999998	0.0	0.2504720552668186	0.2340983442930927	0.0	C/C(=N\C(N)=O)N(C)Cc1ccc(Cl)nc1	C/C(=N\C(N)=O)N(C)Cc1ccc(Cl)nc1	CC(=NC(N)=O)N(C)Cc1ccc(Cl)nc1
18	O=C(O)c1ccc(Cl)nc1	6-chloronicotinic-acid	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/60f274c6-4950-49bf-8d80-a79bedf11a17/structure/4a08592e-16f3-4c54-a0f1-5c93384cea21	7	2.690497162273655	0.4313637641589873	0.4298325383228425	0.6020599913279625	0.1830514265374773	0.43	0.31	0.12	0.3958973274443147	0.3864161251779048	0.1458303060713347	0.2352271920536021	0.0	O=C(O)c1ccc(Cl)nc1	O=C(O)c1ccc(Cl)nc1	O=C(O)c1ccc(Cl)nc1
19	CC(=NC#N)N(C)Cc1ccc(Cl)nc1	Acetamiprid	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/286b18f0-c4c5-4b6b-9e66-f22ddb5cc020/structure/efba0c0b-8913-4a78-8375-cbb4d5b49abf	8	1.862067977971697	0.0937603604182315	0.2699955315965099	0.9945371042984976	0.3448699447786487	0.27	0.39	0.15	0.6571719714047458	0.3317284062403507	0.2047450259924235	0.2668995548268472	3.307189138830738	C/C(=N\C#N)N(C)Cc1ccc(Cl)nc1	C/C(=N\C#N)N(C)Cc1ccc(Cl)nc1	CC(=NC#N)N(C)Cc1ccc(Cl)nc1
20	CNCc1ccc(Cl)nc1	IM-1-4	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/da542916-453e-4db6-8430-12a7c4787731/structure/4c1060ad-7286-44e5-a6b9-6234a4b3c57a	8	19.081053664295183	1.143945632977013	1.2806023529652717	1.8717759243235412	0.7925748435517989	1.29	0.79	0.3	0.6571719714047458	0.3317284062403507	0.2047450259924235	0.2668995548268473	3.307189138830738	CNCc1ccc(Cl)nc1	CNCc1ccc(Cl)nc1	CNCc1ccc(Cl)nc1
21	CC(=O)O	Acetic acid	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/5e4989fc-13d3-45d4-ad57-3be380a9d3c0/structure/001ae332-266b-42f3-9737-3e1c793221dc	2	0.6	-0.2218487496163563	-0.2218487496163563	0.0	0.0	-1.29	0.46	1.03	0.4499999999999997		0.0447610396929218		0.0	CC(=O)O	CC(=O)O	CC(=O)O
22	CCOCN(C(=O)CS(=O)(=O)O)c1c(C)cccc1CC	t-sulfonic acid  (7)	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/a42e1393-d7c9-482b-b6d2-6d5cd0e68d82/structure/ca4c9de3-fefa-443a-8ccb-66b21deb5d3a	3	75.75103201983613	1.9493900066449128	1.8793885539725856	0.65174777551707	0.270639912374406	1.89	0.42	0.3	0.8339997335464533	0.2989762238128564	0.301941782199476	0.5865920262227665	0.0	CCOCN(C(=O)CS(=O)(=O)O)c1c(C)cccc1CC	CCOCN(C(=O)CS(=O)(=O)O)c1c(C)cccc1CC	CCOCN(C(=O)CS(=O)(=O)O)c1c(C)cccc1CC
23	CCOCN(C(=O)CCl)c1c(C)cccc1CC	Acetochlor	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/159946c6-229c-4254-82af-56c986511c9e/structure/c104a977-2e6a-4c83-8206-ebef5f400e67	51	9.3611219574124	1.0	0.9713279033013764	2.196294645143968	0.3369027729158315	0.97	0.35	0.05	0.9300666642773516	0.2761893341853936	0.2482240884524188	0.5720307374769874	1.582934559033259	CCOCN(C(=O)CCl)c1c(C)cccc1CC	CCOCN(C(=O)CCl)c1c(C)cccc1CC	CCOCN(C(=O)CCl)c1c(C)cccc1CC
24	CCOCN(C(=O)C(=O)O)c1c(C)cccc1CC	t-oxanilic acid (2)	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/162c37d6-57c9-4350-a918-c548f1d5e374/structure/76a9c654-8539-4714-9fbf-2add589b996a	3	38.91896388570882	1.4771212547196624	1.5901612698103695	0.9411800366000832	0.3924610376265937	1.58	0.47	0.32	0.8339997335464533	0.2989762238128564	0.301941782199476	0.5865920262227665	0.0	CCOCN(C(=O)C(=O)O)c1c(C)cccc1CC	CCOCN(C(=O)C(=O)O)c1c(C)cccc1CC	CCOCN(C(=O)C(=O)O)c1c(C)cccc1CC
25	CCOCN(C(C)=O)c1c(C)cccc1CC	N-(ethoxymethyl)-N-(2-ethyl-6-methylphenyl)acetamide (6)	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/24ada201-f7e2-468e-a99f-d2dcad580fe4/structure/85416337-6a0c-44b7-a4db-d0aee355c51b	3	40.73314695727592	1.5185139398778875	1.6099479640605605	0.301029995663981	0.1388642026250641	1.61	0.36	0.25	0.7318166133366716	0.179230047953724	0.0896500423147137		0.0	CCOCN(C(C)=O)c1c(C)cccc1CC	CCOCN(C(C)=O)c1c(C)cccc1CC	CCOCN(C(C)=O)c1c(C)cccc1CC
26	CCc1cccc(C)c1NC(=O)CS(=O)(=O)O	s-sulfonic acid (13)	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/e6ca9677-8771-41ba-b002-3c54402b1ce5/structure/80520c20-f560-4463-a390-90c495f1e179	3	53.20289029277973	1.7363965022766423	1.7259352263572427	0.4699663238319256	0.1920054948943214	1.71	0.38	0.26	0.8339997335464535	0.0163619224043116	0.154697145299333	0.0481811002966561	0.0	CCc1cccc(C)c1NC(=O)CS(=O)(=O)O	CCc1cccc(C)c1NC(=O)CS(=O)(=O)O	CCc1cccc(C)c1NC(=O)CS(=O)(=O)O
27	CCOCN(C(=O)CS(=O)CC(=O)O)c1c(C)cccc1CC	t-sulfinyl acetic acid (3)	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/b33295fd-ea8c-443a-86cd-046599460519/structure/0f8c8a0a-1bfd-470b-9aef-dbd8e7784155	3	91.76752901551632	1.9637878273455556	1.9626890378024784	0.1741567592784814	0.0711034443818333	1.98	0.36	0.25	0.8339997335464533	0.2989762238128564	0.301941782199476	0.5865920262227665	0.0	CCOCN(C(=O)CS(=O)CC(=O)O)c1c(C)cccc1CC	CCOCN(C(=O)CS(=O)CC(=O)O)c1c(C)cccc1CC	CCOCN(C(=O)CS(=O)CC(=O)O)c1c(C)cccc1CC
28	CSC(=O)c1cccc2nnsc12	Acibenzolar-S-Methyl	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/0747e8a4-db36-46f8-818b-a104b2f1acb0/structure/544a77ff-70fc-4f16-b0ef-6fb957a8adad	20	0.1434732957563747	-0.721246399047171	-0.8432289253055076	1.500307313545676	0.4419118152200987	-0.81	0.45	0.11	0.4763139720814411	0.1237919292055522	0.0684091180926225	0.1744297035644367	0.0	CSC(=O)c1cccc2nnsc12	CSC(=O)c1cccc2nnsc12	CSC(=O)c1cccc2nnsc12
29	O=C(O)c1cccc2nnsc12	CGA210007	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/89465e68-b68c-4f69-aa4b-cbb1390eaf62/structure/dc162ef2-25c2-4ee2-adba-5fe459e91739	16	21.37979708560604	1.3433896116696302	1.33000357902899	1.421700447479608	0.4018797670761398	1.34	0.42	0.11					0.0	O=C(O)c1cccc2nnsc12	O=C(O)c1cccc2nnsc12	O=C(O)c1cccc2nnsc12
30	Nc1c([N+](=O)[O-])ccc(Oc2ccccc2)c1Cl	Aclonifen	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/d58fa09b-1001-407b-a843-35accf511fa5/structure/c88fadd6-0609-4555-8920-aa97c2219778	10	81.55993012336045	1.872068226200624	1.9114768450235624	0.7844914284146627	0.259351735854705	1.91	0.33	0.1	0.4223742416388575	0.2648682248216953	0.205357927910427	0.4841047079798322	4.58257569495584	Nc1c([N+](=O)[O-])ccc(Oc2ccccc2)c1Cl	Nc1c([N+](=O)[O-])ccc(Oc2ccccc2)c1Cl	Nc1c([N+](=O)[O-])ccc(Oc2ccccc2)c1Cl
31	CC1(C)[C@H](C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1C=CC(=O)OC(C(F)(F)F)C(F)(F)F	Acrinathrin	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/0c081d82-6c64-439f-87b1-d9a32c88dc5f/structure/bd90ed58-5d3c-4d07-898f-d75475e40a6a	9	21.62122038471931	1.2787536009528289	1.3348802035576854	1.1003705451175625	0.3252222491105886	1.31	0.37	0.14	0.8781293248212994	0.2088048820371336	0.2483490323596432	0.1433185662385629	3.1426968052735447	CC1(C)[C@H](C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1/C=C\C(=O)OC(C(F)(F)F)C(F)(F)F	CC1(C)[C@H](C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1/C=C\C(=O)OC(C(F)(F)F)C(F)(F)F	CC1(C)[C@H](C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1C=CC(=O)OC(C(F)(F)F)C(F)(F)F
32	COc1cc(O)nc(NC(=O)NS(=O)(=O)N(C)S(C)(=O)=O)n1	M2 (AE F101630)	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/1d385801-75d6-4879-b67d-d580559b5074/structure/59a0534a-eb9b-4885-94d7-0ecf09a5ead2	6	6.041082272429717	0.6829311077012775	0.781114750349386	0.7923916894982538	0.2973936668622528	0.79	0.37	0.17	0.9339283817414602	0.2621433552794357	0.209663265140581	0.0867822945111556	0.0	COc1cc(O)nc(NC(=O)NS(=O)(=O)N(C)S(C)(=O)=O)n1	COc1cc(O)nc(NC(=O)NS(=O)(=O)N(C)S(C)(=O)=O)n1	COc1cc(O)nc(NC(=O)NS(=O)(=O)N(C)S(C)(=O)=O)n1
33	COc1cc(OC)nc(NC(=O)NS(=O)(=O)N(C)S(C)(=O)=O)n1	Amidosulfuron	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/be52579e-7db4-4e9c-af03-f0c6060bbe50/structure/7f97353a-91ca-40ae-a000-2eeadfae0e60	16	17.05986573878345	1.3489632224032526	1.2319756089455178	1.2385022948534132	0.3368070092381263	1.23	0.36	0.09	0.901301142793018	0.2415495947321554	0.1988724439470935	0.5202869497431118	2.4206145913796355	COc1cc(OC)nc(NC(=O)NS(=O)(=O)N(C)S(C)(=O)=O)n1	COc1cc(OC)nc(NC(=O)NS(=O)(=O)N(C)S(C)(=O)=O)n1	COc1cc(OC)nc(NC(=O)NS(=O)(=O)N(C)S(C)(=O)=O)n1
34	COc1nc(NC(=O)NS(=O)(=O)N(C)S(C)(=O)=O)nc(O)c1O	M1 (AE F128870)	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/7e96e814-23b5-4efd-b97e-3b512e54a9cd/structure/abbedab2-ad64-49fb-9ecf-fd0b41902138	4	95.33597753452462	2.1001406380119656	1.979256823997433	1.2110399580060145	0.4570200892510221	1.98	0.52	0.29	1.0256095748383007	0.2709308606354518	0.1988648654410464	0.0867822945111556	0.0	COc1nc(NC(=O)NS(=O)(=O)N(C)S(C)(=O)=O)nc(O)c1O	COc1nc(NC(=O)NS(=O)(=O)N(C)S(C)(=O)=O)nc(O)c1O	COc1nc(NC(=O)NS(=O)(=O)N(C)S(C)(=O)=O)nc(O)c1O
35	Nc1cc(Cl)nc(C(=O)O)c1Cl	Aminopyralid	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/7e4fc42a-712a-4b9a-9cfd-bdb3ad7de21d/structure/4a1f812c-9509-4d5a-9655-f09fc4e09820	6	86.31484976807344	1.982242485516745	1.936085518977506	1.1824060055423995	0.4082506242655986	1.95	0.46	0.2	0.9445751543536504	0.1157271314843927	0.0830102155906328	0.1644404463717118	5.773502691896258	Nc1cc(Cl)nc(C(=O)O)c1Cl	Nc1cc(Cl)nc(C(=O)O)c1Cl	Nc1cc(Cl)nc(C(=O)O)c1Cl
36	Cc1c(Br)c2ccc(F)cc2n1S(=O)(=O)c1ncn(S(=O)(=O)N(C)C)n1	Amisulbrom	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/a9602959-95ce-4eeb-9f2a-19178dc21ba9/structure/09796754-4554-4985-9438-69e8be43b1cf	6	97.60989716386956	2.0082659704786328	1.9894938552254544	1.1991565631243746	0.350908481348116	1.97	0.41	0.19	0.7063206700139031	0.1332466201579726	0.1401333050721714	0.2268108681304446	3.72677996249965	Cc1c(Br)c2ccc(F)cc2n1S(=O)(=O)c1ncn(S(=O)(=O)N(C)C)n1	Cc1c(Br)c2ccc(F)cc2n1S(=O)(=O)c1ncn(S(=O)(=O)N(C)C)n1	Cc1c(Br)c2ccc(F)cc2n1S(=O)(=O)c1ncn(S(=O)(=O)N(C)C)n1
37	Cc1c(Br)c2ccc(F)cc2n1S(=O)(=O)c1nc[nH]n1	IT-4	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/a08da785-a68a-4ace-8ea1-463129d5300e/structure/b82689b1-23d6-4a67-b9c0-a26853233488	9	59.84028476290502	1.6901960800285136	1.7769936515453093	0.5006023505691855	0.1767344660363423	1.78	0.29	0.11	1.0972468351669786	0.2952276137500034	0.1247669809582697	0.2882020071349216	3.1426968052735447	Cc1c(Br)c2ccc(F)cc2n1S(=O)(=O)c1nc[nH]n1	Cc1c(Br)c2ccc(F)cc2n1S(=O)(=O)c1nc[nH]n1	Cc1c(Br)c2ccc(F)cc2n1S(=O)(=O)c1nc[nH]n1
38	Nc1ncn[nH]1	Amitrole	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/ff433725-79a6-4733-aec3-c6574de16060/structure/b28b2530-c2fc-4b6e-a0ca-4116f78e9d4b	11	10.202551185447485	0.8325089127062363	1.0087087822741871	1.829303772831025	0.6025219712800177	1.01	0.61	0.2	0.0	0.0	0.0		7.5	Nc1ncn[nH]1	Nc1ncn[nH]1	Nc1ncn[nH]1
39	Nc1ccc(S(N)(=O)=O)cc1	Sulfanilamide	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/6687d1dc-8690-4b1b-b457-1eb303fe5a34/structure/b0d8caba-bdc9-4d38-9b16-575f8b452e92	3	7.592975966423466	0.8061799739838872	0.8804120252346679	0.5286310741694289	0.2221043316687827	0.89	0.39	0.27	1.5121728296285006		0.1104322326519542	0.1414256867568898	0.0	Nc1ccc(S(N)(=O)=O)cc1	Nc1ccc(S(N)(=O)=O)cc1	Nc1ccc(S(N)(=O)=O)cc1
40	COC(=O)NS(=O)(=O)c1ccc(N)cc1	Asulam	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/a02e85ca-1db5-4055-b523-9f28d2bad877/structure/d9d82c94-6cea-40f9-977b-ea4ef3b14664	5	4.685087341429677	0.5899496013257077	0.6707176916053075	0.5892186848885534	0.2022636113222759	0.68	0.34	0.17	0.7440430095095312	0.1967787629678033	0.2231004634418416	0.2326861165565401	4.0	COC(=O)NS(=O)(=O)c1ccc(N)cc1	COC(=O)NS(=O)(=O)c1ccc(N)cc1	COC(=O)NS(=O)(=O)c1ccc(N)cc1
41	CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)[C@@H](OC3C[C@H](OC)[C@@H](OC4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)C=CC=C3C(=O)OC4C(O)C(C)C[C@@H](C(=O)O1)[C@]34O)O2	NOA 448111 (8a-oxo avermectin B1a)	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/99500214-901c-4e3c-9d31-b6c719a74159/structure/693b240a-800c-4f56-99e7-beefb258937b	6	43.80209876338999	1.6565770274349678	1.641494920082229	0.1909329167718603	0.0625761558275279	1.65	0.3	0.13	0.2494438257849295	0.1265696136312428	0.0992604925761092	0.175174567993627	4.714045207910316	CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](OC3C[C@H](OC)[C@@H](OC4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\C(=O)OC4C(O)C(C)C[C@@H](C(=O)O1)[C@]34O)O2	CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](OC3C[C@H](OC)[C@@H](OC4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\C(=O)OC4C(O)C(C)C[C@@H](C(=O)O1)[C@]34O)O2	CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)[C@@H](OC3C[C@H](OC)[C@@H](OC4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)C=CC=C3C(=O)OC4C(O)C(C)C[C@@H](C(=O)O1)[C@]34O)O2
